基金代码,拼音缩写,基金简称,基金类型,拼音全称,status,last_updated
019514,JYRXLHPZHHC,交银荣鑫灵活配置混合C,混合型-灵活,JIAOYINRONGXINLINGHUOPEIZHIHUNHEC,unknown,
019515,GFMYCZC,广发民玉纯债C,债券型-长债,GUANGFAMINYUCHUNZHAIC,unknown,
019516,CTZGHX60TCYQZQA,财通资管鸿兴60天持有期债券A,债券型-长债,CAITONGZIGUANHONGXING60TIANCHIYOUQIZHAIQUANA,unknown,
019517,CTZGHX60TCYQZQC,财通资管鸿兴60天持有期债券C,债券型-长债,CAITONGZIGUANHONGXING60TIANCHIYOUQIZHAIQUANC,unknown,
019518,FGQQZQQDIIRMBC,富国全球债券(QDII)人民币C,QDII-混合债,FUGUOQUANQIUZHAIQUANQDIIRENMINBIC,unknown,
019519,ZYLXSYLHPZHHC,中邮乐享收益灵活配置混合C,混合型-灵活,ZHONGYOULEXIANGSHOUYILINGHUOPEIZHIHUNHEC,unknown,
019520,LBMZGLSZQ,路博迈中国绿色债券,债券型-长债,LUBOMAIZHONGGUOLVSEZHAIQUAN,unknown,
019521,JSCCJZFXHHA1,景顺长城价值发现混合A1,混合型-偏股,JINGSHUNCHANGCHENGJIAZHIFAXIANHUNHEA1,unknown,
019522,JSCCJZFXHHA2,景顺长城价值发现混合A2,混合型-偏股,JINGSHUNCHANGCHENGJIAZHIFAXIANHUNHEA2,unknown,
019523,JSCCJZFXHHA3,景顺长城价值发现混合A3,混合型-偏股,JINGSHUNCHANGCHENGJIAZHIFAXIANHUNHEA3,unknown,
019524,HTBRNSDK100ETFFQSLJQDIIA,华泰柏瑞纳斯达克100ETF发起式联接(QDII)A,指数型-海外股票,HUATAIBAIRUINASIDAKE100ETFFAQISHILIANJIEQDIIA,unknown,
019525,HTBRNSDK100ETFFQSLJQDIIC,华泰柏瑞纳斯达克100ETF发起式联接(QDII)C,指数型-海外股票,HUATAIBAIRUINASIDAKE100ETFFAQISHILIANJIEQDIIC,unknown,
019526,ZYCZFLZQE,中邮纯债丰利债券E,债券型-混合一级,ZHONGYOUCHUNZHAIFENGLIZHAIQUANE,unknown,
019529,NFZZGXYQKJYLETFLJA,南方中证国新央企科技引领ETF联接A,指数型-股票,NANFANGZHONGZHENGGUOXINYANGQIKEJIYINLINGETFLIANJIEA,unknown,
019530,NFZZGXYQKJYLETFLJC,南方中证国新央企科技引领ETF联接C,指数型-股票,NANFANGZHONGZHENGGUOXINYANGQIKEJIYINLINGETFLIANJIEC,unknown,
019531,NFZZGFCYZSFQA,南方中证光伏产业指数发起A,指数型-股票,NANFANGZHONGZHENGGUANGFUCHANYEZHISHUFAQIA,unknown,
019532,NFZZGFCYZSFQC,南方中证光伏产业指数发起C,指数型-股票,NANFANGZHONGZHENGGUANGFUCHANYEZHISHUFAQIC,unknown,
019533,XYZLC,鑫元泽利C,债券型-混合一级,XINYUANZELIC,unknown,
019534,FGAL90TGDCYZQE,富国安利90天滚动持有债券E,债券型-中短债,FUGUOANLI90TIANGUNDONGCHIYOUZHAIQUANE,unknown,
019535,DFHXXCZHHA,东方红新兴成长混合A,混合型-偏股,DONGFANGHONGXINXINGCHENGZHANGHUNHEA,unknown,
019536,DFHXXCZHHC,东方红新兴成长混合C,混合型-偏股,DONGFANGHONGXINXINGCHENGZHANGHUNHEC,unknown,
019537,GXGZXHLLZA,国新国证鑫和利率债A,债券型-长债,GUOXINGUOZHENGXINHELILVZHAIA,unknown,
019538,GXGZXHLLZC,国新国证鑫和利率债C,债券型-长债,GUOXINGUOZHENGXINHELILVZHAIC,unknown,
019539,PHFYZQC,鹏华丰玉债券C,债券型-长债,PENGHUAFENGYUZHAIQUANC,unknown,
019540,FGKZHZQE,富国可转换债券E,债券型-混合二级,FUGUOKEZHUANHUANZHAIQUANE,unknown,
019541,DFH90TCYCZA,东方红90天持有纯债A,债券型-中短债,DONGFANGHONG90TIANCHIYOUCHUNZHAIA,unknown,
019542,DFH90TCYCZC,东方红90天持有纯债C,债券型-中短债,DONGFANGHONG90TIANCHIYOUCHUNZHAIC,unknown,
019543,PYASPHLLZ,浦银安盛普恒利率债,债券型-长债,PUYINANSHENGPUHENGLILVZHAI,unknown,
019544,ZSZZGXYQGDHBETFFQSLJA,招商中证国新央企股东回报ETF发起式联接A,指数型-股票,ZHAOSHANGZHONGZHENGGUOXINYANGQIGUDONGHUIBAOETFFAQISHILIANJIEA,unknown,
019545,ZSZZGXYQGDHBETFFQSLJC,招商中证国新央企股东回报ETF发起式联接C,指数型-股票,ZHAOSHANGZHONGZHENGGUOXINYANGQIGUDONGHUIBAOETFFAQISHILIANJIEC,unknown,
019546,HTFSZ50JBMZQZSD,汇添富上证50基本面增强指数D,指数型-股票,HUITIANFUSHANGZHENG50JIBENMIANZENGQIANGZHISHUD,unknown,
019547,ZSNSDK100ETFFQSLJQDIIA,招商纳斯达克100ETF发起式联接(QDII)A,指数型-海外股票,ZHAOSHANGNASIDAKE100ETFFAQISHILIANJIEQDIIA,unknown,
019548,ZSNSDK100ETFFQSLJQDIIC,招商纳斯达克100ETF发起式联接(QDII)C,指数型-海外股票,ZHAOSHANGNASIDAKE100ETFFAQISHILIANJIEQDIIC,unknown,
019549,HXQQGPMYXHQDII,华夏全球股票美元现汇(QDII),QDII-普通股票,HUAXIAQUANQIUGUPIAOMEIYUANXIANHUIQDII,unknown,
019550,HXQQGPMYXCQDII,华夏全球股票美元现钞(QDII),QDII-普通股票,HUAXIAQUANQIUGUPIAOMEIYUANXIANCHAOQDII,unknown,
019551,DHXFZXHHFQSA,东海消费臻选混合发起式A,混合型-偏股,DONGHAIXIAOFEIZHENXUANHUNHEFAQISHIA,unknown,
019552,DHXFZXHHFQSC,东海消费臻选混合发起式C,混合型-偏股,DONGHAIXIAOFEIZHENXUANHUNHEFAQISHIC,unknown,
019553,ZYZZ500ZSZQXFQA,中银中证500指数增强型发起A,指数型-股票,ZHONGYINZHONGZHENG500ZHISHUZENGQIANGXINGFAQIA,unknown,
019554,ZYZZ500ZSZQXFQC,中银中证500指数增强型发起C,指数型-股票,ZHONGYINZHONGZHENG500ZHISHUZENGQIANGXINGFAQIC,unknown,
019555,ZYZZ1000ZSZQA,中银中证1000指数增强A,指数型-股票,ZHONGYINZHONGZHENG1000ZHISHUZENGQIANGA,unknown,
019556,ZYZZ1000ZSZQC,中银中证1000指数增强C,指数型-股票,ZHONGYINZHONGZHENG1000ZHISHUZENGQIANGC,unknown,
019557,THYLZQA,天弘悦利债券A,债券型-长债,TIANHONGYUELIZHAIQUANA,unknown,
019558,THYLZQC,天弘悦利债券C,债券型-长债,TIANHONGYUELIZHAIQUANC,unknown,
019559,JYWYHBZQA,交银稳悦回报债券A,债券型-混合二级,JIAOYINWENYUEHUIBAOZHAIQUANA,unknown,
019560,JYWYHBZQC,交银稳悦回报债券C,债券型-混合二级,JIAOYINWENYUEHUIBAOZHAIQUANC,unknown,
019561,FGZHLHXGGPA,富国致航量化选股股票A,股票型,FUGUOZHIHANGLIANGHUAXUANGUGUPIAOA,unknown,
019562,FGZHLHXGGPC,富国致航量化选股股票C,股票型,FUGUOZHIHANGLIANGHUAXUANGUGUPIAOC,unknown,
019563,HRYDHYLLZA,华润元大泓远利率债A,债券型-长债,HUARUNYUANDAHONGYUANLILVZHAIA,unknown,
019564,HRYDHYLLZC,华润元大泓远利率债C,债券型-长债,HUARUNYUANDAHONGYUANLILVZHAIC,unknown,
019565,ZSCFETSYHJLSZQZSA,招商CFETS银行间绿色债券指数A,指数型-固收,ZHAOSHANGCFETSYINHANGJIANLVSEZHAIQUANZHISHUA,unknown,
019566,ZSCFETSYHJLSZQZSC,招商CFETS银行间绿色债券指数C,指数型-固收,ZHAOSHANGCFETSYINHANGJIANLVSEZHAIQUANZHISHUC,unknown,
019567,HTZJTTJHBETFE,华泰紫金天天金货币ETFE,货币型-普通货币,HUATAIZIJINTIANTIANJINHUOBIETFE,unknown,
019568,MYJA90TCYQZQA,明亚久安90天持有期债券A,债券型-长债,MINGYAJIUAN90TIANCHIYOUQIZHAIQUANA,unknown,
019569,MYJA90TCYQZQC,明亚久安90天持有期债券C,债券型-长债,MINGYAJIUAN90TIANCHIYOUQIZHAIQUANC,unknown,
019570,NAHYLDHHC,诺安行业轮动混合C,混合型-偏股,NUOANHANGYELUNDONGHUNHEC,unknown,
019571,NAYHPZHHC,诺安优化配置混合C,混合型-偏股,NUOANYOUHUAPEIZHIHUNHEC,unknown,
019572,DCZZTYCDAAAZS7TCYQ,达诚中证同业存单AAA指数7天持有期,指数型-固收,DACHENGZHONGZHENGTONGYECUNDANAAAZHISHU7TIANCHIYOUQI,unknown,
019573,MGZGSWYYHHQDIIC,摩根中国生物医药混合(QDII)C,QDII-混合偏股,MOGENZHONGGUOSHENGWUYIYAOHUNHEQDIIC,unknown,
019574,TPKCJXHHFQSC,太平科创精选混合发起式C,混合型-偏股,TAIPINGKECHUANGJINGXUANHUNHEFAQISHIC,unknown,
019575,TPKCJXHHFQSA,太平科创精选混合发起式A,混合型-偏股,TAIPINGKECHUANGJINGXUANHUNHEFAQISHIA,unknown,
019576,HTFWXHBZQFQSA,汇添富稳兴回报债券发起式A,债券型-混合二级,HUITIANFUWENXINGHUIBAOZHAIQUANFAQISHIA,unknown,
019577,HTFWXHBZQFQSC,汇添富稳兴回报债券发起式C,债券型-混合二级,HUITIANFUWENXINGHUIBAOZHAIQUANFAQISHIC,unknown,
019578,MGQQTRZYHHQDIIC,摩根全球天然资源混合(QDII)C,QDII-混合偏股,MOGENQUANQIUTIANRANZIYUANHUNHEQDIIC,unknown,
019579,YFDAH120TCYZQA,易方达安汇120天持有债券A,债券型-长债,YIFANGDAANHUI120TIANCHIYOUZHAIQUANA,unknown,
019580,YFDAH120TCYZQC,易方达安汇120天持有债券C,债券型-长债,YIFANGDAANHUI120TIANCHIYOUZHAIQUANC,unknown,
019581,PYYX30TCYZQA,浦银悦享30天持有债券A,债券型-中短债,PUYINYUEXIANG30TIANCHIYOUZHAIQUANA,unknown,
019582,PYYX30TCYZQC,浦银悦享30天持有债券C,债券型-中短债,PUYINYUEXIANG30TIANCHIYOUZHAIQUANC,unknown,
019583,FGWJTCZQA,富国稳健添辰债券A,债券型-混合二级,FUGUOWENJIANTIANCHENZHAIQUANA,unknown,
019584,FGWJTCZQC,富国稳健添辰债券C,债券型-混合二级,FUGUOWENJIANTIANCHENZHAIQUANC,unknown,
019585,BYZYLLZA,博远增裕利率债A,债券型-长债,BOYUANZENGYULILVZHAIA,unknown,
019586,BYZYLLZC,博远增裕利率债C,债券型-长债,BOYUANZENGYULILVZHAIC,unknown,
019587,XYHYHBHHFQSA,兴业弘远回报混合发起式A,混合型-偏股,XINGYEHONGYUANHUIBAOHUNHEFAQISHIA,unknown,
019588,XYHYHBHHFQSC,兴业弘远回报混合发起式C,混合型-偏股,XINGYEHONGYUANHUIBAOHUNHEFAQISHIC,unknown,
019589,DCHGA,东财化工A,指数型-股票,DONGCAIHUAGONGA,unknown,
019590,DCHGC,东财化工C,指数型-股票,DONGCAIHUAGONGC,unknown,
019591,PA03NQZCXJRZZQD,平安0-3年期政策性金融债债券D,债券型-中短债,PINGAN03NIANQIZHENGCEXINGJINRONGZHAIZHAIQUAND,unknown,
019592,JSZZGXYQXDNYETFLJA,嘉实中证国新央企现代能源ETF联接A,指数型-股票,JIASHIZHONGZHENGGUOXINYANGQIXIANDAINENGYUANETFLIANJIEA,unknown,
019593,JSZZGXYQXDNYETFLJC,嘉实中证国新央企现代能源ETF联接C,指数型-股票,JIASHIZHONGZHENGGUOXINYANGQIXIANDAINENGYUANETFLIANJIEC,unknown,
019594,JSWNCZZQA,嘉实稳宁纯债债券A,债券型-长债,JIASHIWENNINGCHUNZHAIZHAIQUANA,unknown,
019595,JSWNCZZQC,嘉实稳宁纯债债券C,债券型-长债,JIASHIWENNINGCHUNZHAIZHAIQUANC,unknown,
019596,FGZZ710NZCXJRZETFFQSLJE,富国中债7-10年政策性金融债ETF发起式联接E,指数型-固收,FUGUOZHONGZHAI710NIANZHENGCEXINGJINRONGZHAIETFFAQISHILIANJIEE,unknown,
019597,YHHXSNDQKFHH,银华惠享三年定期开放混合,混合型-偏股,YINHUAHUIXIANGSANNIANDINGQIKAIFANGHUNHE,unknown,
019598,PAZZGGYYETFLJA,平安中证港股医药ETF联接A,指数型-股票,PINGANZHONGZHENGGANGGUYIYAOETFLIANJIEA,unknown,
019599,PAZZGGYYETFLJC,平安中证港股医药ETF联接C,指数型-股票,PINGANZHONGZHENGGANGGUYIYAOETFLIANJIEC,unknown,
019600,PHZT800HHA,鹏华智投800混合A,混合型-偏股,PENGHUAZHITOU800HUNHEA,unknown,
019601,PHZT800HHC,鹏华智投800混合C,混合型-偏股,PENGHUAZHITOU800HUNHEC,unknown,
019602,PHJXTLZQA,鹏华精新添利债券A,债券型-混合二级,PENGHUAJINGXINTIANLIZHAIQUANA,unknown,
019603,PHJXTLZQC,鹏华精新添利债券C,债券型-混合二级,PENGHUAJINGXINTIANLIZHAIQUANC,unknown,
019606,YFDFHCZZQD,易方达富惠纯债债券D,债券型-长债,YIFANGDAFUHUICHUNZHAIZHAIQUAND,unknown,
019607,NAXJZZGPC,诺安先进制造股票C,股票型,NUOANXIANJINZHIZAOGUPIAOC,unknown,
019608,HTZJWJYLMBYNCYFOFA,华泰紫金稳健养老目标一年持有(FOF)A,FOF-稳健型,HUATAIZIJINWENJIANYANGLAOMUBIAOYINIANCHIYOUFOFA,unknown,
019609,PHYL2050WNCYQHHFQSFOF,鹏华养老2050五年持有期混合发起式(FOF),FOF-进取型,PENGHUAYANGLAO2050WUNIANCHIYOUQIHUNHEFAQISHIFOF,unknown,
019610,CTSZJJZXHHFQA,财通数字经济智选混合发起A,混合型-偏股,CAITONGSHUZIJINGJIZHIXUANHUNHEFAQIA,unknown,
019611,CTSZJJZXHHFQC,财通数字经济智选混合发起C,混合型-偏股,CAITONGSHUZIJINGJIZHIXUANHUNHEFAQIC,unknown,
019612,CTXJZZZXHHFQA,财通先进制造智选混合发起A,混合型-偏股,CAITONGXIANJINZHIZAOZHIXUANHUNHEFAQIA,unknown,
019613,CTXJZZZXHHFQC,财通先进制造智选混合发起C,混合型-偏股,CAITONGXIANJINZHIZAOZHIXUANHUNHEFAQIC,unknown,
019615,YMFWLXHHC,益民服务领先混合C,混合型-灵活,YIMINFUWULINGXIANHUNHEC,unknown,
019616,DCZZTYCDAAAZS7TCY,东财中证同业存单AAA指数7天持有,指数型-固收,DONGCAIZHONGZHENGTONGYECUNDANAAAZHISHU7TIANCHIYOU,unknown,
019617,GYYJGYHHA1,工银远见共赢混合A1,混合型-偏股,GONGYINYUANJIANGONGYINGHUNHEA1,unknown,
019618,GYYJGYHHA2,工银远见共赢混合A2,混合型-偏股,GONGYINYUANJIANGONGYINGHUNHEA2,unknown,
019619,GYYJGYHHA3,工银远见共赢混合A3,混合型-偏股,GONGYINYUANJIANGONGYINGHUNHEA3,unknown,
019620,HAHYYXHHA,汇安行业优选混合A,混合型-偏股,HUIANHANGYEYOUXUANHUNHEA,unknown,
019621,HAHYYXHHC,汇安行业优选混合C,混合型-偏股,HUIANHANGYEYOUXUANHUNHEC,unknown,
019622,CTZGKZWJYLMBYNCYHHFOFA,财通资管康泽稳健养老目标一年持有混合(FOF)A,FOF-稳健型,CAITONGZIGUANKANGZEWENJIANYANGLAOMUBIAOYINIANCHIYOUHUNHEFOFA,unknown,
019623,BSYHCZZQC,博时裕弘纯债债券C,债券型-长债,BOSHIYUHONGCHUNZHAIZHAIQUANC,unknown,
019624,QGJYSNCYQHHA,泉果嘉源三年持有期混合A,混合型-偏股,QUANGUOJIAYUANSANNIANCHIYOUQIHUNHEA,unknown,
019625,QGJYSNCYQHHC,泉果嘉源三年持有期混合C,混合型-偏股,QUANGUOJIAYUANSANNIANCHIYOUQIHUNHEC,unknown,
019626,BSYJCZZQA,博时裕景纯债债券A,债券型-长债,BOSHIYUJINGCHUNZHAIZHAIQUANA,unknown,
019627,ZYDQKFZQE,中邮定期开放债券E,债券型-长债,ZHONGYOUDINGQIKAIFANGZHAIQUANE,unknown,
019628,ZJCZLHHHFQA,中金成长领航混合发起A,混合型-偏股,ZHONGJINCHENGZHANGLINGHANGHUNHEFAQIA,unknown,
019629,ZJCZLHHHFQC,中金成长领航混合发起C,混合型-偏股,ZHONGJINCHENGZHANGLINGHANGHUNHEFAQIC,unknown,
019630,YHMYZJXZQQDIID,银华美元债精选债券(QDII)D,QDII-纯债,YINHUAMEIYUANZHAIJINGXUANZHAIQUANQDIID,unknown,
019632,GTBDTSBETFLJA,国泰半导体设备ETF联接A,指数型-股票,GUOTAIBANDAOTISHEBEIETFLIANJIEA,unknown,
019633,GTBDTSBETFLJC,国泰半导体设备ETF联接C,指数型-股票,GUOTAIBANDAOTISHEBEIETFLIANJIEC,unknown,
019634,HTJHBC,汇添金货币C,货币型-普通货币,HUITIANJINHUOBIC,unknown,
019635,HTJHBD,汇添金货币D,货币型-普通货币,HUITIANJINHUOBID,unknown,
019636,FGYJJXLHPZHHD,富国研究精选灵活配置混合D,混合型-灵活,FUGUOYANJIUJINGXUANLINGHUOPEIZHIHUNHED,unknown,
019637,HXTLHBC,华夏天利货币C,货币型-普通货币,HUAXIATIANLIHUOBIC,unknown,
019638,JYTRZDZD,金鹰添瑞中短债D,债券型-中短债,JINYINGTIANRUIZHONGDUANZHAID,unknown,
019639,HAZX90TGDDZE,华安众鑫90天滚动短债E,债券型-中短债,HUAANZHONGXIN90TIANGUNDONGDUANZHAIE,unknown,
019641,MGYTYSHHQDIIC,摩根亚太优势混合(QDII)C,QDII-混合偏股,MOGENYATAIYOUSHIHUNHEQDIIC,unknown,
019644,HAZX180TCYQZDZE,华安众享180天持有期中短债E,债券型-混合一级,HUAANZHONGXIANG180TIANCHIYOUQIZHONGDUANZHAIE,unknown,
019645,HTFWX90TCYZQA,汇添富稳鑫90天持有债券A,债券型-中短债,HUITIANFUWENXIN90TIANCHIYOUZHAIQUANA,unknown,
019646,HTFWX90TCYZQC,汇添富稳鑫90天持有债券C,债券型-中短债,HUITIANFUWENXIN90TIANCHIYOUZHAIQUANC,unknown,
019647,HASZTLZQE,华安双债添利债券E,债券型-混合一级,HUAANSHUANGZHAITIANLIZHAIQUANE,unknown,
019648,ZHZDZZQC,中海中短债债券C,债券型-中短债,ZHONGHAIZHONGDUANZHAIZHAIQUANC,unknown,
019649,HTFWH30TCYZQB,汇添富稳航30天持有债券B,债券型-中短债,HUITIANFUWENHANG30TIANCHIYOUZHAIQUANB,unknown,
019651,HTFWJRXYNCYHHB,汇添富稳健睿选一年持有混合B,混合型-偏债,HUITIANFUWENJIANRUIXUANYINIANCHIYOUHUNHEB,unknown,
019652,JSCCJFPHYLSNCYHHFOFY,景顺长城隽丰平衡养老三年持有混合(FOF)Y,FOF-均衡型,JINGSHUNCHANGCHENGJUANFENGPINGHENGYANGLAOSANNIANCHIYOUHUNHEFOFY,unknown,
019653,YHXYSJHZQD,银华信用四季红债券D,债券型-长债,YINHUAXINYONGSIJIHONGZHAIQUAND,unknown,
019654,THZXSGYDKZQFQ,天弘招享三个月定开债券发起,债券型-长债,TIANHONGZHAOXIANGSANGEYUEDINGKAIZHAIQUANFAQI,unknown,
019655,NYXXWJYLYNCYHHFOFY,农银鑫享稳健养老一年持有混合(FOF)Y,FOF-稳健型,NONGYINXINXIANGWENJIANYANGLAOYINIANCHIYOUHUNHEFOFY,unknown,
019656,ZOHS300ZSZQE,中欧沪深300指数增强E,指数型-股票,ZHONGOUHUSHEN300ZHISHUZENGQIANGE,unknown,
019657,WJYXJJSGYCYQHHFQSFOFA,万家优选积极三个月持有期混合发起式(FOF)A,FOF-进取型,WANJIAYOUXUANJIJISANGEYUECHIYOUQIHUNHEFAQISHIFOFA,unknown,
019658,WJYXJJSGYCYQHHFQSFOFC,万家优选积极三个月持有期混合发起式(FOF)C,FOF-进取型,WANJIAYOUXUANJIJISANGEYUECHIYOUQIHUNHEFAQISHIFOFC,unknown,
019659,WJYLMB2045SNCYHHFQSFOF,万家养老目标2045三年持有混合发起式(FOF),FOF-均衡型,WANJIAYANGLAOMUBIAO2045SANNIANCHIYOUHUNHEFAQISHIFOF,unknown,
019660,YYXSHHC,永赢鑫盛混合C,混合型-偏债,YONGYINGXINSHENGHUNHEC,unknown,
019661,YFDHYPHYLSNCYHHFOFA,易方达汇悦平衡养老三年持有混合(FOF)A,FOF-均衡型,YIFANGDAHUIYUEPINGHENGYANGLAOSANNIANCHIYOUHUNHEFOFA,unknown,
019662,YFDXL180TCYZQA,易方达兴利180天持有债券A,债券型-混合一级,YIFANGDAXINGLI180TIANCHIYOUZHAIQUANA,unknown,
019663,YFDXL180TCYZQC,易方达兴利180天持有债券C,债券型-混合一级,YIFANGDAXINGLI180TIANCHIYOUZHAIQUANC,unknown,
019664,YFDYL2060WNCYHHFQSFOF,易方达养老2060五年持有混合发起式(FOF),FOF-进取型,YIFANGDAYANGLAO2060WUNIANCHIYOUHUNHEFAQISHIFOF,unknown,
019665,JSCCBSYLYNCYHHFOFA,景顺长城保守养老一年持有混合(FOF)A,FOF-稳健型,JINGSHUNCHANGCHENGBAOSHOUYANGLAOYINIANCHIYOUHUNHEFOFA,unknown,
019666,YFDZZCXYCYETFLJFQSA,易方达中证创新药产业ETF联接发起式A,指数型-股票,YIFANGDAZHONGZHENGCHUANGXINYAOCHANYEETFLIANJIEFAQISHIA,unknown,
019667,YFDZZCXYCYETFLJFQSC,易方达中证创新药产业ETF联接发起式C,指数型-股票,YIFANGDAZHONGZHENGCHUANGXINYAOCHANYEETFLIANJIEFAQISHIC,unknown,
019668,ZHRALLZSGYDKZA,中航瑞安利率债三个月定开债A,债券型-长债,ZHONGHANGRUIANLILVZHAISANGEYUEDINGKAIZHAIA,unknown,
019669,ZHRALLZSGYDKZC,中航瑞安利率债三个月定开债C,债券型-长债,ZHONGHANGRUIANLILVZHAISANGEYUEDINGKAIZHAIC,unknown,
019670,GFGGCXYETFLJQDIIA,广发港股创新药ETF联接(QDII)A,指数型-海外股票,GUANGFAGANGGUCHUANGXINYAOETFLIANJIEQDIIA,unknown,
019671,GFGGCXYETFLJQDIIC,广发港股创新药ETF联接(QDII)C,指数型-海外股票,GUANGFAGANGGUCHUANGXINYAOETFLIANJIEQDIIC,unknown,
019672,GFHQBHBD,广发活期宝货币D,货币型-普通货币,GUANGFAHUOQIBAOHUOBID,unknown,
019673,HFJXHX6GYCYQZQA,汇丰晋信慧鑫6个月持有期债券A,债券型-混合二级,HUIFENGJINXINHUIXIN6GEYUECHIYOUQIZHAIQUANA,unknown,
019674,HFJXHX6GYCYQZQC,汇丰晋信慧鑫6个月持有期债券C,债券型-混合二级,HUIFENGJINXINHUIXIN6GEYUECHIYOUQIZHAIQUANC,unknown,
019675,GFHBD,广发货币D,货币型-普通货币,GUANGFAHUOBID,unknown,
019676,TPFAWJYLYNCYHHFOFA,太平福安稳健养老一年持有混合(FOF)A,FOF-稳健型,TAIPINGFUANWENJIANYANGLAOYINIANCHIYOUHUNHEFOFA,unknown,
019678,CCJXJQ3GYCYQHHXFQSA,长城精选进取3个月持有期混合型发起式A,FOF-进取型,CHANGCHENGJINGXUANJINQU3GEYUECHIYOUQIHUNHEXINGFAQISHIA,unknown,
019679,CCJXJQ3GYCYQHHXFQSC,长城精选进取3个月持有期混合型发起式C,FOF-进取型,CHANGCHENGJINGXUANJINQU3GEYUECHIYOUQIHUNHEXINGFAQISHIC,unknown,
019680,ZYRYBHBD,中银如意宝货币D,货币型-普通货币,ZHONGYINRUYIBAOHUOBID,unknown,
019681,SZZXZQA,尚正正享债券A,债券型-混合二级,SHANGZHENGZHENGXIANGZHAIQUANA,unknown,
019682,SZZXZQC,尚正正享债券C,债券型-混合二级,SHANGZHENGZHENGXIANGZHAIQUANC,unknown,
019683,MGZZTYCDAAAZS7TCYQ,摩根中证同业存单AAA指数7天持有期,指数型-固收,MOGENZHONGZHENGTONGYECUNDANAAAZHISHU7TIANCHIYOUQI,unknown,
019684,WJTLZQLOFA,万家添利债券(LOF)A,债券型-混合一级,WANJIATIANLIZHAIQUANLOFA,unknown,
019685,HSHYLLZZQ,华商鸿裕利率债债券,债券型-长债,HUASHANGHONGYULILVZHAIZHAIQUAN,unknown,
019686,GFZZ13NGKZZSD,广发中债1-3年国开债指数D,指数型-固收,GUANGFAZHONGZHAI13NIANGUOKAIZHAIZHISHUD,unknown,
019689,NFZGMLHPZHHC,南方中国梦灵活配置混合C,混合型-灵活,NANFANGZHONGGUOMENGLINGHUOPEIZHIHUNHEC,unknown,
019690,HSCYJYHHA,华商产业机遇混合A,混合型-偏股,HUASHANGCHANYEJIYUHUNHEA,unknown,
019691,HSCYJYHHC,华商产业机遇混合C,混合型-偏股,HUASHANGCHANYEJIYUHUNHEC,unknown,
019692,XAXYZX6GYCYQHHA,信澳鑫悦智选6个月持有期混合A,混合型-偏债,XINAOXINYUEZHIXUAN6GEYUECHIYOUQIHUNHEA,unknown,
019693,XAXYZX6GYCYQHHC,信澳鑫悦智选6个月持有期混合C,混合型-偏债,XINAOXINYUEZHIXUAN6GEYUECHIYOUQIHUNHEC,unknown,
019694,ZOZZ500ZSZQE,中欧中证500指数增强E,指数型-股票,ZHONGOUZHONGZHENG500ZHISHUZENGQIANGE,unknown,
019697,HTFXXTLLGYCYHHB,汇添富鑫享添利六个月持有混合B,混合型-偏债,HUITIANFUXINXIANGTIANLILIUGEYUECHIYOUHUNHEB,unknown,
019698,ZSAZWL9GYCYQHHA,招商安泽稳利9个月持有期混合A,混合型-偏债,ZHAOSHANGANZEWENLI9GEYUECHIYOUQIHUNHEA,unknown,
019699,ZSAZWL9GYCYQHHC,招商安泽稳利9个月持有期混合C,混合型-偏债,ZHAOSHANGANZEWENLI9GEYUECHIYOUQIHUNHEC,unknown,
019700,NFWF120TCYZQA,南方稳福120天持有债券A,债券型-长债,NANFANGWENFU120TIANCHIYOUZHAIQUANA,unknown,
019701,NFWF120TCYZQC,南方稳福120天持有债券C,债券型-长债,NANFANGWENFU120TIANCHIYOUZHAIQUANC,unknown,
019702,YFDSZKCBCZETFLJFQSA,易方达上证科创板成长ETF联接发起式A,指数型-股票,YIFANGDASHANGZHENGKECHUANGBANCHENGZHANGETFLIANJIEFAQISHIA,unknown,
019703,YFDSZKCBCZETFLJFQSC,易方达上证科创板成长ETF联接发起式C,指数型-股票,YIFANGDASHANGZHENGKECHUANGBANCHENGZHANGETFLIANJIEFAQISHIC,unknown,
019705,PYXFZTHHFQSA,鹏扬消费主题混合发起式A,混合型-偏股,PENGYANGXIAOFEIZHUTIHUNHEFAQISHIA,unknown,
019706,PYXFZTHHFQSC,鹏扬消费主题混合发起式C,混合型-偏股,PENGYANGXIAOFEIZHUTIHUNHEFAQISHIC,unknown,
019707,PYPHYLMBSNCYHHFQSFOFA,鹏扬平衡养老目标三年持有混合发起式(FOF)A,FOF-均衡型,PENGYANGPINGHENGYANGLAOMUBIAOSANNIANCHIYOUHUNHEFAQISHIFOFA,unknown,
019708,ZYXFZTHHC,中银消费主题混合C,混合型-偏股,ZHONGYINXIAOFEIZHUTIHUNHEC,unknown,
019709,FGYZSYZQQDIIRMBC,富国亚洲收益债券(QDII)人民币C,QDII-纯债,FUGUOYAZHOUSHOUYIZHAIQUANQDIIRENMINBIC,unknown,
019710,GFDQSSYZSQDIILOFRMBE,广发道琼斯石油指数(QDII-LOF)人民币E,指数型-海外股票,GUANGFADAOQIONGSISHIYOUZHISHUQDIILOFRENMINBIE,unknown,
